[00:40:48] [User Authenticator #12/INFO]: UUID of player tannerd88 is e0436caf-67d5-4325-85f0-1e0aff6dc16e
[00:40:48] [Server thread/INFO]: tannerd88[/209.6.44.49:50593] logged in with entity id 67912 at (-4319.629877346516, 66.0, -1395.9815485744612)
[00:40:48] [Server thread/INFO]: tannerd88 joined the game
[00:41:13] [Server thread/INFO]: tannerd88 lost connection: Disconnected
[00:41:13] [Server thread/INFO]: tannerd88 left the game
[00:53:39] [User Authenticator #13/INFO]: UUID of player papajohnxiiv is c473b258-b583-4d22-b435-f516c3b7e0c6
[00:53:39] [Server thread/INFO]: papajohnxiiv[/45.56.142.7:51133] logged in with entity id 68217 at (-4267.6744764885, 87.0, -1504.3030276004313)
[00:53:39] [Server thread/INFO]: papajohnxiiv joined the game
[00:56:42] [User Authenticator #14/INFO]: UUID of player tannerd88 is e0436caf-67d5-4325-85f0-1e0aff6dc16e
[00:56:42] [Server thread/INFO]: tannerd88[/209.6.44.49:50832] logged in with entity id 68796 at (-4317.201584853404, 66.0, -1390.557806221159)
[00:56:42] [Server thread/INFO]: tannerd88 joined the game
[01:00:59] [Server thread/INFO]: <tannerd88> hello?
[01:01:14] [Server thread/INFO]: papajohnxiiv lost connection: Disconnected
[01:01:14] [Server thread/INFO]: papajohnxiiv left the game
[01:03:40] [User Authenticator #15/INFO]: UUID of player papajohnxiiv is c473b258-b583-4d22-b435-f516c3b7e0c6
[01:03:40] [Server thread/INFO]: papajohnxiiv[/45.56.142.7:52583] logged in with entity id 70868 at (-4313.354198407072, 89.49390748022948, -1438.1442352129518)
[01:03:40] [Server thread/INFO]: papajohnxiiv joined the game
[01:05:52] [Server thread/INFO]: tannerd88 lost connection: Disconnected
[01:05:52] [Server thread/INFO]: tannerd88 left the game
[01:05:55] [User Authenticator #16/INFO]: UUID of player tannerd88 is e0436caf-67d5-4325-85f0-1e0aff6dc16e
[01:05:55] [Server thread/INFO]: tannerd88[/209.6.44.49:50851] logged in with entity id 71347 at (-4350.986378169079, 47.71432155689964, -1290.621015449961)
[01:05:55] [Server thread/INFO]: tannerd88 joined the game
[01:07:43] [Server thread/WARN]: Trying to add entity with duplicated UUID dffe8545-453a-43ee-b9bb-144a0243b04d. Existing minecraft:armor_stand#71787, new: minecraft:armor_stand#71787
[01:13:29] [Server thread/WARN]: Trying to add entity with duplicated UUID 11431b92-c667-470a-898a-c795c2c4abf8. Existing minecraft:armor_stand#73179, new: minecraft:armor_stand#73179
[01:16:52] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[01:19:19] [Server thread/INFO]: papajohnxiiv has made the advancement [Hot Stuff]
[01:20:40] [Server thread/INFO]: [tannerd88: Teleported tannerd88 to papajohnxiiv]
[01:22:03] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[01:26:59] [Server thread/INFO]: [tannerd88: Teleported tannerd88 to -4315.5, 67.0, -1395.5]
[01:28:49] [Server thread/INFO]: [tannerd88: Teleported tannerd88 to -4315.5, 67.0, -1395.5]
[01:29:31] [Server thread/INFO]: [tannerd88: Teleported tannerd88 to -4315.5, 67.0, -1395.5]
[01:29:58] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[01:31:13] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[01:33:47] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[01:34:44] [Server thread/INFO]: <tannerd88> can you hear me?
[01:35:00] [Server thread/INFO]: <tannerd88> i cant hear you anymore
[01:55:49] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[02:00:36] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[02:03:26] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[02:07:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/85431, l='ServerLevel[world]', x=-4598.35, y=93.44, z=-463.47]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88688, l='ServerLevel[world]', x=-4547.38, y=78.31, z=-432.52]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88689, l='ServerLevel[world]', x=-4544.70, y=74.25, z=-431.63]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88689, l='ServerLevel[world]', x=-4544.70, y=74.25, z=-431.63]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Stairs'/88690, l='ServerLevel[world]', x=-4546.29, y=72.50, z=-433.27]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Stairs'/88690, l='ServerLevel[world]', x=-4546.29, y=72.50, z=-433.27]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/88691, l='ServerLevel[world]', x=-4546.55, y=78.55, z=-431.38]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/88691, l='ServerLevel[world]', x=-4546.55, y=78.55, z=-431.38]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/88692, l='ServerLevel[world]', x=-4546.59, y=77.36, z=-432.44]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/88692, l='ServerLevel[world]', x=-4546.59, y=77.36, z=-432.44]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Fence'/88693, l='ServerLevel[world]', x=-4546.70, y=75.46, z=-431.56]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Fence'/88693, l='ServerLevel[world]', x=-4546.70, y=75.46, z=-431.56]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Slab'/88694, l='ServerLevel[world]', x=-4546.32, y=78.73, z=-433.28]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Slab'/88694, l='ServerLevel[world]', x=-4546.32, y=78.73, z=-433.28]
[02:12:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88820, l='ServerLevel[world]', x=-4608.63, y=71.60, z=-482.25]
[02:12:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88820, l='ServerLevel[world]', x=-4608.63, y=71.60, z=-482.25]
[02:12:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Smooth Stone Slab'/88821, l='ServerLevel[world]', x=-4607.46, y=64.61, z=-482.56]
[02:12:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Smooth Stone Slab'/88821, l='ServerLevel[world]', x=-4607.46, y=64.61, z=-482.56]
[02:12:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Polished Andesite'/88822, l='ServerLevel[world]', x=-4606.50, y=64.42, z=-485.39]
[02:12:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Polished Andesite'/88822, l='ServerLevel[world]', x=-4606.50, y=64.42, z=-485.39]
[02:12:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88823, l='ServerLevel[world]', x=-4608.74, y=71.60, z=-486.54]
[02:12:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88823, l='ServerLevel[world]', x=-4608.74, y=71.60, z=-486.54]
[02:12:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Polished Andesite'/88824, l='ServerLevel[world]', x=-4608.65, y=65.58, z=-484.73]
[02:12:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Polished Andesite'/88824, l='ServerLevel[world]', x=-4608.65, y=65.58, z=-484.73]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88857, l='ServerLevel[world]', x=-4609.54, y=63.69, z=-478.45]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88857, l='ServerLevel[world]', x=-4609.54, y=63.69, z=-478.45]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88858, l='ServerLevel[world]', x=-4608.27, y=62.63, z=-475.39]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88858, l='ServerLevel[world]', x=-4608.27, y=62.63, z=-475.39]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Polished Andesite'/88859, l='ServerLevel[world]', x=-4610.50, y=64.70, z=-478.58]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Polished Andesite'/88859, l='ServerLevel[world]', x=-4610.50, y=64.70, z=-478.58]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Smooth Stone Slab'/88860, l='ServerLevel[world]', x=-4609.28, y=64.46, z=-478.74]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Smooth Stone Slab'/88860, l='ServerLevel[world]', x=-4609.28, y=64.46, z=-478.74]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Polished Andesite'/88880, l='ServerLevel[world]', x=-4602.35, y=64.64, z=-479.58]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Polished Andesite'/88880, l='ServerLevel[world]', x=-4602.35, y=64.64, z=-479.58]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Polished Andesite'/88907, l='ServerLevel[world]', x=-4606.67, y=64.74, z=-478.41]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Polished Andesite'/88907, l='ServerLevel[world]', x=-4606.67, y=64.74, z=-478.41]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Polished Andesite'/88910, l='ServerLevel[world]', x=-4610.68, y=64.48, z=-484.37]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Polished Andesite'/88910, l='ServerLevel[world]', x=-4610.68, y=64.48, z=-484.37]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88920, l='ServerLevel[world]', x=-4608.26, y=61.36, z=-485.72]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88920, l='ServerLevel[world]', x=-4608.26, y=61.36, z=-485.72]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88921, l='ServerLevel[world]', x=-4604.32, y=63.55, z=-487.73]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88921, l='ServerLevel[world]', x=-4604.32, y=63.55, z=-487.73]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Polished Andesite'/88922, l='ServerLevel[world]', x=-4610.71, y=64.68, z=-486.62]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Polished Andesite'/88922, l='ServerLevel[world]', x=-4610.71, y=64.68, z=-486.62]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/88923, l='ServerLevel[world]', x=-4605.57, y=60.27, z=-480.40]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/88923, l='ServerLevel[world]', x=-4605.57, y=60.27, z=-480.40]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88924, l='ServerLevel[world]', x=-4605.37, y=61.44, z=-484.64]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88924, l='ServerLevel[world]', x=-4605.37, y=61.44, z=-484.64]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88929, l='ServerLevel[world]', x=-4603.75, y=63.52, z=-487.35]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88929, l='ServerLevel[world]', x=-4603.75, y=63.52, z=-487.35]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88951, l='ServerLevel[world]', x=-4616.30, y=70.49, z=-482.63]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88951, l='ServerLevel[world]', x=-4616.30, y=70.49, z=-482.63]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88952, l='ServerLevel[world]', x=-4618.38, y=65.67, z=-478.32]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88952, l='ServerLevel[world]', x=-4618.38, y=65.67, z=-478.32]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88954, l='ServerLevel[world]', x=-4614.69, y=71.42, z=-477.56]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88954, l='ServerLevel[world]', x=-4614.69, y=71.42, z=-477.56]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Coal'/88955, l='ServerLevel[world]', x=-4618.72, y=66.33, z=-477.47]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Coal'/88955, l='ServerLevel[world]', x=-4618.72, y=66.33, z=-477.47]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88957, l='ServerLevel[world]', x=-4618.53, y=67.56, z=-478.45]
[02:12:42] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88957, l='ServerLevel[world]', x=-4618.53, y=67.56, z=-478.45]
[02:12:43] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88978, l='ServerLevel[world]', x=-4616.68, y=64.59, z=-464.56]
[02:12:43] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88978, l='ServerLevel[world]', x=-4616.68, y=64.59, z=-464.56]
[02:12:43] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/88988, l='ServerLevel[world]', x=-4618.67, y=64.27, z=-467.34]
[02:12:43] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/88988, l='ServerLevel[world]', x=-4618.67, y=64.27, z=-467.34]
[02:12:43] [Server thread/WARN]: Fetching packet for removed entity bcs['Diorite'/88999, l='ServerLevel[world]', x=-4618.33, y=65.51, z=-474.44]
[02:12:43] [Server thread/WARN]: Fetching packet for removed entity bcs['Diorite'/88999, l='ServerLevel[world]', x=-4618.33, y=65.51, z=-474.44]
[02:12:43] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/89026, l='ServerLevel[world]', x=-4606.42, y=61.68, z=-476.65]
[02:12:43] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/89026, l='ServerLevel[world]', x=-4606.42, y=61.68, z=-476.65]
[02:12:43] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/89027, l='ServerLevel[world]', x=-4606.56, y=61.28, z=-477.69]
[02:12:43] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/89027, l='ServerLevel[world]', x=-4606.56, y=61.28, z=-477.69]
[02:12:43] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/89099, l='ServerLevel[world]', x=-4616.59, y=61.73, z=-477.41]
[02:12:43] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/89099, l='ServerLevel[world]', x=-4616.59, y=61.73, z=-477.41]
[02:12:43] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/89100, l='ServerLevel[world]', x=-4615.62, y=61.71, z=-477.50]
[02:12:43] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/89100, l='ServerLevel[world]', x=-4615.62, y=61.71, z=-477.50]
[02:12:54] [Server thread/WARN]: Fetching packet for removed entity bcs['Red Carpet'/89255, l='ServerLevel[world]', x=-4566.69, y=72.72, z=-485.25]
[02:12:54] [Server thread/WARN]: Fetching packet for removed entity bcs['Red Carpet'/89255, l='ServerLevel[world]', x=-4566.69, y=72.72, z=-485.25]
[02:12:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/89386, l='ServerLevel[world]', x=-4560.55, y=77.32, z=-488.35]
[02:12:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/89386, l='ServerLevel[world]', x=-4560.55, y=77.32, z=-488.35]
[02:12:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/89387, l='ServerLevel[world]', x=-4561.69, y=78.48, z=-489.64]
[02:12:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/89387, l='ServerLevel[world]', x=-4561.69, y=78.48, z=-489.64]
[02:12:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/89388, l='ServerLevel[world]', x=-4562.64, y=77.33, z=-489.47]
[02:12:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/89388, l='ServerLevel[world]', x=-4562.64, y=77.33, z=-489.47]
[02:12:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/89389, l='ServerLevel[world]', x=-4559.41, y=72.35, z=-489.71]
[02:12:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/89389, l='ServerLevel[world]', x=-4559.41, y=72.35, z=-489.71]
[02:12:57] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/89446, l='ServerLevel[world]', x=-4554.73, y=77.58, z=-488.58]
[02:12:57] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/89446, l='ServerLevel[world]', x=-4554.73, y=77.58, z=-488.58]
[02:12:57] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/89447, l='ServerLevel[world]', x=-4552.70, y=76.52, z=-488.41]
[02:12:57] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/89447, l='ServerLevel[world]', x=-4552.70, y=76.52, z=-488.41]
[02:12:57] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/89448, l='ServerLevel[world]', x=-4557.57, y=71.65, z=-488.57]
[02:12:57] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/89448, l='ServerLevel[world]', x=-4557.57, y=71.65, z=-488.57]
[02:12:57] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/89450, l='ServerLevel[world]', x=-4555.41, y=72.30, z=-489.54]
[02:12:57] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/89450, l='ServerLevel[world]', x=-4555.41, y=72.30, z=-489.54]
[02:12:57] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/89451, l='ServerLevel[world]', x=-4554.38, y=72.63, z=-489.52]
[02:12:57] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/89451, l='ServerLevel[world]', x=-4554.38, y=72.63, z=-489.52]
[02:12:58] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/89473, l='ServerLevel[world]', x=-4550.72, y=73.59, z=-488.30]
[02:12:58] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/89473, l='ServerLevel[world]', x=-4550.72, y=73.59, z=-488.30]
[02:12:58] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/89474, l='ServerLevel[world]', x=-4553.69, y=71.63, z=-489.39]
[02:12:58] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/89474, l='ServerLevel[world]', x=-4553.69, y=71.63, z=-489.39]
[02:12:58] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/89475, l='ServerLevel[world]', x=-4553.68, y=70.39, z=-489.52]
[02:12:58] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/89475, l='ServerLevel[world]', x=-4553.68, y=70.39, z=-489.52]
[02:12:58] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/89476, l='ServerLevel[world]', x=-4550.66, y=68.35, z=-488.31]
[02:12:58] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/89476, l='ServerLevel[world]', x=-4550.66, y=68.35, z=-488.31]
[02:12:58] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/89477, l='ServerLevel[world]', x=-4549.38, y=72.59, z=-489.63]
[02:12:58] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/89477, l='ServerLevel[world]', x=-4549.38, y=72.59, z=-489.63]
[02:13:00] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/89627, l='ServerLevel[world]', x=-4538.50, y=68.45, z=-486.49]
[02:13:00] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/89627, l='ServerLevel[world]', x=-4538.50, y=68.45, z=-486.49]
[02:13:00] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Log'/89628, l='ServerLevel[world]', x=-4536.27, y=70.56, z=-489.42]
[02:13:00] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Log'/89628, l='ServerLevel[world]', x=-4536.27, y=70.56, z=-489.42]
[02:13:00] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Sapling'/89629, l='ServerLevel[world]', x=-4537.59, y=72.29, z=-489.34]
[02:13:00] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Sapling'/89629, l='ServerLevel[world]', x=-4537.59, y=72.29, z=-489.34]
[02:13:00] [Server thread/WARN]: Fetching packet for removed entity bcs['Wheat Seeds'/89633, l='ServerLevel[world]', x=-4534.43, y=68.44, z=-489.71]
[02:13:00] [Server thread/WARN]: Fetching packet for removed entity bcs['Wheat Seeds'/89633, l='ServerLevel[world]', x=-4534.43, y=68.44, z=-489.71]
[02:13:02] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/89790, l='ServerLevel[world]', x=-4544.40, y=77.73, z=-466.50]
[02:13:02] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/89790, l='ServerLevel[world]', x=-4544.40, y=77.73, z=-466.50]
[02:13:02] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/89791, l='ServerLevel[world]', x=-4544.43, y=75.34, z=-463.38]
[02:13:02] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/89791, l='ServerLevel[world]', x=-4544.43, y=75.34, z=-463.38]
[02:13:02] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Fence'/89792, l='ServerLevel[world]', x=-4543.46, y=76.43, z=-462.40]
[02:13:02] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Fence'/89792, l='ServerLevel[world]', x=-4543.46, y=76.43, z=-462.40]
[02:13:02] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/89793, l='ServerLevel[world]', x=-4543.52, y=78.37, z=-462.26]
[02:13:02] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/89793, l='ServerLevel[world]', x=-4543.52, y=78.37, z=-462.26]
[02:13:02] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Stairs'/89794, l='ServerLevel[world]', x=-4542.54, y=80.66, z=-465.69]
[02:13:02] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Stairs'/89794, l='ServerLevel[world]', x=-4542.54, y=80.66, z=-465.69]
[02:13:02] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/89795, l='ServerLevel[world]', x=-4544.59, y=78.30, z=-464.30]
[02:13:02] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/89795, l='ServerLevel[world]', x=-4544.59, y=78.30, z=-464.30]
[02:13:02] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/89854, l='ServerLevel[world]', x=-4544.65, y=71.52, z=-464.49]
[02:13:02] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/89854, l='ServerLevel[world]', x=-4544.65, y=71.52, z=-464.49]
[02:13:03] [Server thread/WARN]: Fetching packet for removed entity bcs['Red Carpet'/89885, l='ServerLevel[world]', x=-4550.38, y=72.66, z=-458.48]
[02:13:03] [Server thread/WARN]: Fetching packet for removed entity bcs['Red Carpet'/89885, l='ServerLevel[world]', x=-4550.38, y=72.66, z=-458.48]
[02:13:03] [Server thread/WARN]: Fetching packet for removed entity bcs['Red Carpet'/89886, l='ServerLevel[world]', x=-4549.64, y=72.71, z=-463.39]
[02:13:03] [Server thread/WARN]: Fetching packet for removed entity bcs['Red Carpet'/89886, l='ServerLevel[world]', x=-4549.64, y=72.71, z=-463.39]
[02:13:03] [Server thread/WARN]: Fetching packet for removed entity bcs['Red Carpet'/89887, l='ServerLevel[world]', x=-4550.57, y=72.64, z=-460.69]
[02:13:03] [Server thread/WARN]: Fetching packet for removed entity bcs['Red Carpet'/89887, l='ServerLevel[world]', x=-4550.57, y=72.64, z=-460.69]
[02:13:03] [Server thread/WARN]: Fetching packet for removed entity bcs['Red Carpet'/89888, l='ServerLevel[world]', x=-4549.66, y=72.42, z=-462.52]
[02:13:03] [Server thread/WARN]: Fetching packet for removed entity bcs['Red Carpet'/89888, l='ServerLevel[world]', x=-4549.66, y=72.42, z=-462.52]
[02:13:03] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/89934, l='ServerLevel[world]', x=-4544.51, y=70.44, z=-452.28]
[02:13:03] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/89934, l='ServerLevel[world]', x=-4544.51, y=70.44, z=-452.28]
[02:13:03] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/89935, l='ServerLevel[world]', x=-4543.35, y=71.35, z=-450.49]
[02:13:03] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/89935, l='ServerLevel[world]', x=-4543.35, y=71.35, z=-450.49]
[02:13:03] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/89936, l='ServerLevel[world]', x=-4543.26, y=72.26, z=-450.72]
[02:13:03] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/89936, l='ServerLevel[world]', x=-4543.26, y=72.26, z=-450.72]
[02:13:03] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/89937, l='ServerLevel[world]', x=-4543.55, y=72.58, z=-451.56]
[02:13:03] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/89937, l='ServerLevel[world]', x=-4543.55, y=72.58, z=-451.56]
[02:13:04] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/89996, l='ServerLevel[world]', x=-4544.69, y=76.69, z=-448.60]
[02:13:04] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/89996, l='ServerLevel[world]', x=-4544.69, y=76.69, z=-448.60]
[02:13:04] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/89997, l='ServerLevel[world]', x=-4543.25, y=72.75, z=-447.32]
[02:13:04] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/89997, l='ServerLevel[world]', x=-4543.25, y=72.75, z=-447.32]
[02:13:04] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Fence'/89998, l='ServerLevel[world]', x=-4543.63, y=76.73, z=-446.30]
[02:13:04] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Fence'/89998, l='ServerLevel[world]', x=-4543.63, y=76.73, z=-446.30]
[02:13:04] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/89999, l='ServerLevel[world]', x=-4544.61, y=74.66, z=-442.31]
[02:13:04] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/89999, l='ServerLevel[world]', x=-4544.61, y=74.66, z=-442.31]
[02:13:04] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/90000, l='ServerLevel[world]', x=-4543.29, y=72.49, z=-446.38]
